gvkey,year,cik,ai_score
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2016,1000184,0.019055118
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2017,1000184,0.031358215
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
103487,2018,1000184,0.040581563
109186,2007,1029744,0
109186,2010,1029744,0
109186,2011,1029744,0
109186,2012,1029744,0
109186,2013,1029744,0
109186,2014,1029744,0
109186,2015,1029744,0
109186,2016,1029744,0
109186,2017,1029744,0
109186,2018,1029744,0
111880,2007,1062579,0.005479452
111880,2007,1062579,0.005479452
111880,2010,1062579,0.017391304
111880,2010,1062579,0.017391304
111880,2011,1062579,0
111880,2011,1062579,0
111880,2012,1062579,0
111880,2012,1062579,0
111880,2013,1062579,0.051181102
111880,2013,1062579,0.051181102
111880,2014,1062579,0
111880,2014,1062579,0
111880,2015,1062579,0
111880,2015,1062579,0
111880,2016,1062579,0.015625
111880,2016,1062579,0.015625
111880,2017,1062579,0
111880,2017,1062579,0
111880,2018,1062579,0.009584665
111880,2018,1062579,0.009584665
114242,2010,1561880,0
114242,2010,1095276,0
114242,2011,1561880,0
114242,2011,1095276,0
114242,2012,1561880,0
114242,2012,1095276,0
114242,2013,1561880,0
114242,2013,1095276,0
114242,2014,1561880,0
114242,2014,1095276,0
114242,2015,1561880,0
114242,2015,1095276,0
114242,2016,1561880,0
114242,2016,1095276,0
114242,2017,1561880,0
114242,2017,1095276,0
114242,2018,1561880,0
114242,2018,1095276,0
121662,2012,1078099,0
121662,2013,1078099,0.066666667
121662,2014,1078099,0.096153846
121662,2015,1078099,0.1
121662,2016,1078099,0.153846154
121662,2018,1078099,0
122841,2007,1087423,0.001949318
122841,2010,1087423,0
122841,2011,1087423,0
122841,2012,1087423,0.002366864
122841,2013,1087423,0.001605136
122841,2014,1087423,0.001328021
122841,2015,1087423,0.002210759
122841,2016,1087423,0.003739316
122841,2017,1087423,0.00505689
122841,2018,1087423,0.006988564
133525,2010,1110650,0
133525,2011,1110650,0
133525,2012,1110650,0
133525,2013,1110650,0
133525,2014,1110650,0.010526316
133525,2015,1110650,0
133525,2016,1110650,0
133525,2017,1110650,0.00862069
133525,2018,1110650,0.00310559
147868,2007,1130713,0
147868,2007,1130713,0
147868,2010,1130713,0
147868,2010,1130713,0
147868,2011,1130713,0
147868,2011,1130713,0
147868,2012,1130713,0
147868,2012,1130713,0
147868,2013,1130713,0
147868,2013,1130713,0
147868,2014,1130713,0
147868,2014,1130713,0
147868,2015,1130713,0.010752688
147868,2015,1130713,0.010752688
147868,2016,1130713,0
147868,2016,1130713,0
147868,2017,1130713,0.057553957
147868,2017,1130713,0.057553957
147868,2018,1130713,0.030229746
147868,2018,1130713,0.030229746
238157,2007,1314475,0
238157,2007,1314475,0
238157,2007,1314475,0
238157,2010,1314475,0
238157,2010,1314475,0
238157,2010,1314475,0
238157,2011,1314475,0
238157,2011,1314475,0
238157,2011,1314475,0
238157,2012,1314475,0
238157,2012,1314475,0
238157,2012,1314475,0
238157,2013,1314475,0
238157,2013,1314475,0
238157,2013,1314475,0
238157,2014,1314475,0
238157,2014,1314475,0
238157,2014,1314475,0
238157,2015,1314475,0
238157,2015,1314475,0
238157,2015,1314475,0
238157,2016,1314475,0.027777778
238157,2016,1314475,0.027777778
238157,2016,1314475,0.027777778
238157,2017,1314475,0
238157,2017,1314475,0
238157,2017,1314475,0
238157,2018,1314475,0
238157,2018,1314475,0
238157,2018,1314475,0
